transaction_id,timestamp,user_id,amount,payment_method,bank,card_network,location,device_type,device_age_days,account_age_days,previous_txn_count,txn_velocity_1h,avg_amount_7d,amount_deviation,latency_ms,retry_count,ip_risk_score,device_risk_score,location_risk_score,bank_risk_score,amount_risk_score,scenario,actual_risk,outcome
T533310,2026-08-30 07:01:54,U101343,925.77,Card,IDFC First Bank,RuPay,Mumbai,mobile,637,1725,293,0,570.84,0.6218,305.1,0,0.2014,0.0097,0.2542,0.1503,0.3174,NORMAL,0.0534,LEGIT
T535433,2026-08-30 07:02:32,U100266,1305.22,UPI,Axis Bank,NOT_CARD,Bengaluru,desktop,393,1341,202,1,732.45,0.782,258.3,0,0.4564,0.0373,0.2702,0.3123,0.422,NORMAL,0.1393,LEGIT
T501928,2026-08-30 07:04:08,U100379,1123.21,Netbanking,HDFC Bank,NOT_CARD,Chennai,mobile,1102,788,149,1,1693.34,-0.3367,117.5,1,0.2374,0.0663,0.1873,0.2881,0.2924,NORMAL,0.2086,LEGIT
T534475,2026-08-30 07:06:42,U101092,575.47,Netbanking,Yes Bank,NOT_CARD,Jaipur,desktop,1046,2528,425,0,568.64,0.012,150.1,0,0.2633,0.5256,0.0701,0.0308,0.1135,NORMAL,0.0798,LEGIT
T540345,2026-08-30 07:07:50,U100832,412.2,Wallet,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,1190,1360,217,0,294.95,0.3975,156.7,0,0.0687,0.0717,0.2167,0.2837,0.2777,NORMAL,0.0931,LEGIT
T539547,2026-08-30 07:12:11,U101116,649.9,UPI,Punjab National Bank,NOT_CARD,Bengaluru,desktop,219,2986,500,0,532.65,0.2201,194.00878045465575,0,0.2221,0.1413,0.0498,0.301038856645211,0.2475,BANK_DRIFT,0.0954,LEGIT
T511832,2026-08-30 07:12:45,U100471,364.49,UPI,ICICI Bank,NOT_CARD,Delhi,desktop,128,2413,417,0,262.74,0.3873,105.2,0,0.3812,0.1768,0.2758,0.5418,0.3324,NORMAL,0.2604,LEGIT
T529293,2026-08-30 07:13:19,U101039,830.63,Card,HDFC Bank,Mastercard,Chennai,tablet,1452,2481,414,0,490.94,0.6919,175.7,0,0.2935,0.3378,0.1927,0.2047,0.6556,NORMAL,0.2593,LEGIT
T507026,2026-08-30 07:13:22,U100986,864.58,UPI,IDFC First Bank,NOT_CARD,Jaipur,tablet,315,1850,301,0,1024.26,-0.1559,134.5,0,0.0781,0.2998,0.3084,0.2701,0.192,NORMAL,0.0064,LEGIT
T546980,2026-08-30 07:14:31,U100773,4096.74,UPI,IDFC First Bank,NOT_CARD,Lucknow,mobile,739,2153,342,0,5717.01,-0.2834,203.9,0,0.2828,0.2695,0.0375,0.0322,0.2542,NORMAL,0.0,LEGIT
T548995,2026-08-30 07:15:27,U100256,95.04,Wallet,HDFC Bank,NOT_CARD,Hyderabad,mobile,69,2033,355,0,106.86,-0.1106,166.0,0,0.182,0.0736,0.0591,0.3374,0.1033,NORMAL,0.1254,LEGIT
T543734,2026-08-30 07:15:38,U100692,789.3,UPI,Punjab National Bank,NOT_CARD,Jaipur,desktop,1258,2794,442,0,664.47,0.1879,784.6337067894863,0,0.2374,0.0285,0.1448,0.932573204228412,0.1966,BANK_DRIFT,0.1851,LEGIT
T530468,2026-08-30 07:18:44,U100239,122.88,Card,Yes Bank,Amex,Mumbai,tablet,391,1882,319,15,118.52,0.0368,342.2,9,0.4337,0.239,0.2322,0.2897,0.1056,HIGH_VELOCITY,0.3748,FRAUD
T516338,2026-08-30 07:19:15,U100759,7390.45,UPI,ICICI Bank,NOT_CARD,Hyderabad,mobile,391,2189,390,0,5269.54,0.4025,116.4,0,0.1017,0.05,0.0533,0.3089,0.392,NORMAL,0.023,LEGIT
T543323,2026-08-30 07:19:56,U100680,511.09,Card,HDFC Bank,Mastercard,Lucknow,mobile,525,2170,379,0,401.66,0.2725,104.3,0,0.1128,0.438,0.106,0.1658,0.3592,NORMAL,0.1381,LEGIT
T544886,2026-08-30 07:22:49,U100451,1307.53,UPI,Punjab National Bank,NOT_CARD,Lucknow,mobile,315,2774,433,0,2422.08,-0.4602,252.1,0,0.1291,0.2405,0.1825,0.4225,0.3233,NORMAL,0.1314,LEGIT
T527418,2026-08-30 07:22:50,U101143,444.26,Netbanking,IDFC First Bank,NOT_CARD,Lucknow,mobile,639,2533,437,1,288.45,0.5402,121.8,0,0.4714,0.0287,0.0265,0.1509,0.4583,NORMAL,0.1369,LEGIT
T542599,2026-08-30 07:23:09,U100260,3436.22,UPI,State Bank of India,NOT_CARD,Delhi,mobile,1323,2380,403,0,3411.39,0.0073,68.2,0,0.23,0.2467,0.1008,0.1765,0.2207,NORMAL,0.0,LEGIT
T509769,2026-08-30 07:27:06,U101259,911.04,Netbanking,IDFC First Bank,NOT_CARD,Bengaluru,mobile,135,2406,408,0,676.24,0.3472,180.3,1,0.0897,0.2494,0.1074,0.1171,0.2587,NORMAL,0.02,LEGIT
T532900,2026-08-30 07:27:48,U100191,1402.48,UPI,IndusInd Bank,NOT_CARD,Mumbai,mobile,1043,1891,321,1,2746.57,-0.4894,86.7,0,0.1826,0.088,0.1674,0.1567,0.3377,NORMAL,0.1102,LEGIT
T542277,2026-08-30 07:28:52,U100211,1501.39,Card,IDFC First Bank,Visa,Chennai,mobile,1000,2150,365,0,1677.1,-0.1048,136.1,0,0.0898,0.2433,0.1515,0.2576,0.3073,NORMAL,0.0242,LEGIT
T537439,2026-08-30 07:32:26,U101242,138.52,Wallet,ICICI Bank,NOT_CARD,Bengaluru,mobile,465,2889,477,0,203.66,-0.3199,95.7,0,0.068,0.0984,0.3167,0.1207,0.294,NORMAL,0.0347,LEGIT
T506518,2026-08-30 07:32:45,U100597,2042.6,Netbanking,HDFC Bank,NOT_CARD,Lucknow,mobile,68,2338,395,1,1341.95,0.5221,153.4,0,0.2924,0.1208,0.0275,0.0459,0.2739,NORMAL,0.0493,LEGIT
T536926,2026-08-30 07:33:13,U100773,3864.59,Card,IDFC First Bank,RuPay,Lucknow,mobile,739,2153,342,0,5717.01,-0.324,122.8,0,0.1368,0.6642,0.046,0.0598,0.4048,NORMAL,0.0432,LEGIT
T536535,2026-08-30 07:33:40,U100651,398.48,Wallet,Kotak Mahindra Bank,NOT_CARD,Kolkata,mobile,196,1958,338,1,361.49,0.1023,103.9,0,0.0758,0.2987,0.1432,0.3677,0.1097,NORMAL,0.0826,LEGIT
T534907,2026-08-30 07:36:00,U101456,172.85,Netbanking,ICICI Bank,NOT_CARD,Ahmedabad,mobile,1096,2953,499,1,259.18,-0.3331,149.2,0,0.0566,0.0992,0.2856,0.277,0.2303,NORMAL,0.0712,LEGIT
T516335,2026-08-30 07:36:10,U100697,3848.55,UPI,HDFC Bank,NOT_CARD,Pune,mobile,1116,1770,309,1,3455.97,0.1136,141.1,0,0.2679,0.1535,0.2487,0.3459,0.3478,NORMAL,0.1363,LEGIT
T532723,2026-08-30 07:36:21,U100079,939.25,UPI,Punjab National Bank,NOT_CARD,Chennai,mobile,333,2009,335,1,504.97,0.86,700.0944287604964,0,0.0243,0.3773,0.3038,0.7922371571592765,0.4038,BANK_DRIFT,0.2629,LEGIT
T514938,2026-08-30 07:37:22,U101146,729.13,Card,Bank of Baroda,Amex,Mumbai,mobile,816,1594,262,0,683.35,0.067,72.0,0,0.0142,0.1012,0.2118,0.0913,0.1299,NORMAL,0.0,LEGIT
T523663,2026-08-30 07:37:22,U100667,762.18,Card,Axis Bank,Mastercard,Delhi,tablet,633,2582,414,0,755.58,0.0087,128.3,0,0.12,0.1085,0.1284,0.3204,0.0204,NORMAL,0.0364,LEGIT
T540280,2026-08-30 07:37:32,U101138,279.07,Card,Kotak Mahindra Bank,Mastercard,Kolkata,mobile,95,1050,377,0,265.7,0.0503,161.6,0,0.9347340602948884,0.02900416960294292,0.8554088980036908,0.4659,0.0949,SIGNAL_CONFLICT,0.1839,LEGIT
T511475,2026-08-30 07:37:47,U101076,1175.24,UPI,Axis Bank,NOT_CARD,Bengaluru,desktop,1091,2134,350,1,990.29,0.1868,138.5,0,0.1181,0.4914,0.1019,0.1726,0.26,NORMAL,0.1912,LEGIT
T528248,2026-08-30 07:39:04,U101427,497.55,Wallet,HDFC Bank,NOT_CARD,Lucknow,mobile,89,2707,465,0,466.96,0.0655,88.6,0,0.1832,0.1652,0.0492,0.393,0.0681,NORMAL,0.0443,LEGIT
T535603,2026-08-30 07:40:08,U101159,400.92,Card,Axis Bank,RuPay,Bengaluru,mobile,824,1022,145,0,517.86,-0.2258,174.6,0,0.3709,0.2723,0.2521,0.0435,0.2009,NORMAL,0.1313,LEGIT
T537580,2026-08-30 07:41:02,U100292,640.37,Card,IndusInd Bank,Visa,Jaipur,mobile,1326,2861,469,1,808.02,-0.2075,117.4,0,0.2117,0.3512,0.2352,0.0789,0.1699,NORMAL,0.0447,LEGIT
T507579,2026-08-30 07:41:23,U100080,673.63,Card,Punjab National Bank,RuPay,Delhi,mobile,116,2820,457,0,427.86,0.5744,136.9,0,0.2338,0.1402,0.121,0.2288,0.3749,NORMAL,0.0702,LEGIT
T542103,2026-08-30 07:41:46,U101100,324.69,UPI,Yes Bank,NOT_CARD,Jaipur,mobile,400,1439,208,0,156.71,1.072,242.6,0,0.0053,0.086,0.2648,0.0919,0.6338,NORMAL,0.0991,LEGIT
T514577,2026-08-30 07:42:17,U100293,2098.5,Card,IndusInd Bank,RuPay,Hyderabad,mobile,948,995,141,1,1372.5,0.529,88.7,0,0.0498,0.162,0.1133,0.0909,0.3545,NORMAL,0.0511,LEGIT
T536381,2026-08-30 07:44:07,U101474,3278.24,UPI,ICICI Bank,NOT_CARD,Lucknow,mobile,717,2931,491,0,2110.15,0.5536,174.6,0,0.1101,0.057,0.3313,0.1263,0.2939,NORMAL,0.0554,LEGIT
T517786,2026-08-30 07:45:45,U100316,281.56,Wallet,Axis Bank,NOT_CARD,Bengaluru,mobile,1397,2191,379,1,305.27,-0.0777,85.1,0,0.3739,0.0879,0.3923,0.5151,0.1011,NORMAL,0.1425,LEGIT
T534277,2026-08-30 07:45:50,U100006,1524.69,UPI,Bank of Baroda,NOT_CARD,Kolkata,mobile,1140,258,47,0,761.91,1.0011,189.6,0,0.1051,0.443,0.2403,0.1488,0.5838,NORMAL,0.0891,LEGIT
T536855,2026-08-30 07:49:13,U101253,889.39,Card,Axis Bank,Visa,Kolkata,mobile,202,2381,422,0,1091.59,-0.1852,103.6,0,0.3505,0.1965,0.1424,0.028,0.1981,NORMAL,0.0971,LEGIT
T546838,2026-08-30 07:49:59,U101375,10574.97,UPI,State Bank of India,NOT_CARD,Chennai,mobile,1348,2877,491,0,6269.58,0.6867,188.9,0,0.0878,0.3097,0.0426,0.1957,0.5274,NORMAL,0.1194,LEGIT
T521154,2026-08-30 07:50:04,U100219,368.99,UPI,Yes Bank,NOT_CARD,Jaipur,mobile,524,2707,464,0,591.84,-0.3765,114.1,0,0.027,0.1893,0.1926,0.364,0.1918,NORMAL,0.0,LEGIT
T535599,2026-08-30 07:50:22,U100977,697.58,UPI,Kotak Mahindra Bank,NOT_CARD,Lucknow,desktop,1475,1717,321,0,552.36,0.2629,119.6,0,0.2258,0.1011,0.2361,0.1782,0.2019,NORMAL,0.1803,LEGIT
T503240,2026-08-30 07:51:56,U100465,845.52,Card,IDFC First Bank,Amex,Kolkata,mobile,1389,840,462,0,755.25,0.1195,119.6,0,0.8929479674434062,0.0494620513550757,0.9203983003643962,0.1316,0.2135,SIGNAL_CONFLICT,0.1085,LEGIT
T515215,2026-08-30 07:54:31,U100381,2623.75,UPI,Kotak Mahindra Bank,NOT_CARD,Kolkata,desktop,587,2810,477,0,2368.91,0.1076,118.9,0,0.0426,0.2496,0.121,0.1997,0.0694,NORMAL,0.0134,LEGIT
T545749,2026-08-30 07:58:56,U100415,1088.36,Card,Yes Bank,Amex,Chennai,mobile,365,2033,358,1,1971.76,-0.448,108.2,0,0.1042,0.2584,0.2525,0.2915,0.3026,NORMAL,0.1927,LEGIT
T544057,2026-08-30 07:59:37,U101041,284.39,UPI,IndusInd Bank,NOT_CARD,Mumbai,mobile,643,2088,416,0,248.9,0.1426,91.5,0,0.9462130409870887,0.04611258945706556,0.9208887998605304,0.0722,0.113,SIGNAL_CONFLICT,0.2157,LEGIT
T528340,2026-08-30 08:00:34,U101273,1362.99,UPI,Bank of Baroda,NOT_CARD,Kolkata,desktop,231,2026,352,0,826.59,0.6489,103.6,0,0.1132,0.2994,0.1952,0.1275,0.5302,NORMAL,0.0979,FRAUD
T505532,2026-08-30 08:03:29,U101235,260.15,UPI,Yes Bank,NOT_CARD,Mumbai,desktop,1123,1040,157,1,310.6,-0.1624,225.9,0,0.1954,0.0235,0.0123,0.2386,0.1643,NORMAL,0.0734,LEGIT
T500726,2026-08-30 08:04:26,U100750,2087.59,Wallet,IDFC First Bank,NOT_CARD,Kolkata,mobile,578,2883,482,0,1677.82,0.2442,101.1,0,0.0256,0.115,0.0117,0.1301,0.2298,NORMAL,0.0638,LEGIT
T509315,2026-08-30 08:04:52,U100692,302.06,Card,Kotak Mahindra Bank,Amex,Jaipur,desktop,1258,2794,442,0,664.47,-0.5454,155.5,0,0.3126,0.1423,0.0784,0.4393,0.3213,NORMAL,0.1647,LEGIT
T542926,2026-08-30 08:05:02,U100014,436.24,Card,IndusInd Bank,Amex,Bengaluru,mobile,1090,2152,362,0,289.71,0.5058,136.2,1,0.3958,0.0546,0.2867,0.3218,0.3812,NORMAL,0.2571,LEGIT
T508889,2026-08-30 08:05:16,U100676,716.45,Card,Kotak Mahindra Bank,RuPay,Delhi,mobile,845,1742,299,0,1605.13,-0.5536,148.8,0,0.2061,0.1488,0.4449,0.2178,0.3378,NORMAL,0.1454,LEGIT
T531480,2026-08-30 08:05:29,U101246,2184.38,Card,Bank of Baroda,Visa,Chennai,mobile,1399,2579,433,0,2267.0,-0.0364,132.2,0,0.1037,0.0479,0.0745,0.2529,0.1885,NORMAL,0.1102,LEGIT
T524206,2026-08-30 08:05:43,U101127,728.0,Card,State Bank of India,RuPay,Kolkata,mobile,448,1913,302,0,780.42,-0.0672,96.6,1,0.0953,0.1678,0.342,0.2666,0.2344,NORMAL,0.2651,LEGIT
T534483,2026-08-30 08:07:25,U100809,815.88,UPI,Axis Bank,NOT_CARD,Mumbai,mobile,1180,2991,507,1,850.36,-0.0405,126.6,0,0.0365,0.2624,0.3944,0.0594,0.1967,NORMAL,0.1399,LEGIT
T531027,2026-08-30 08:08:21,U101329,690.61,UPI,State Bank of India,NOT_CARD,Pune,mobile,1221,1026,154,8,1109.43,-0.3775,102.5,9,0.0325,0.3098,0.286,0.1311,0.1962,HIGH_VELOCITY,0.3289,LEGIT
T515991,2026-08-30 08:08:48,U100905,931.64,Netbanking,State Bank of India,NOT_CARD,Chennai,mobile,77,2129,371,0,1097.68,-0.1513,204.3,1,0.2815,0.0402,0.1212,0.4005,0.2819,NORMAL,0.143,LEGIT
T516371,2026-08-30 08:08:58,U101255,1769.03,UPI,Yes Bank,NOT_CARD,Bengaluru,mobile,15,255,54,0,1152.48,0.535,118.0,0,,0.2042,0.0875,0.2834,0.2821,MISSING_SIGNAL,0.1614,LEGIT
T531235,2026-08-30 08:09:15,U101016,1513.35,Netbanking,Kotak Mahindra Bank,NOT_CARD,Delhi,mobile,875,1152,171,3,1785.75,-0.1525,117.9,0,0.2177,0.068,0.2029,0.3457,0.4442,NORMAL,0.1865,LEGIT
T505014,2026-08-30 08:09:22,U101367,893.36,Netbanking,Yes Bank,NOT_CARD,Mumbai,mobile,1420,1360,219,0,798.62,0.1186,79.2,0,0.0435,0.1932,0.0872,0.0223,0.2055,NORMAL,0.0073,LEGIT
T539437,2026-08-30 08:10:49,U100144,10359.65,Card,IDFC First Bank,Mastercard,Mumbai,mobile,1456,2978,485,0,6494.52,0.5951,239.7,0,0.2021,0.0457,0.0764,0.6576,0.2982,NORMAL,0.12,LEGIT
T516598,2026-08-30 08:11:02,U100192,66.39,Netbanking,State Bank of India,NOT_CARD,Kolkata,mobile,1259,1821,311,0,143.67,-0.5379,159.9,0,0.1664,0.1086,0.3433,0.2029,0.3116,NORMAL,0.108,LEGIT
T509376,2026-08-30 08:11:20,U100788,620.84,UPI,HDFC Bank,NOT_CARD,Delhi,mobile,522,1633,302,0,521.47,0.1906,106.4,0,0.1727,0.2878,0.2738,0.2051,0.303,NORMAL,0.1098,LEGIT
T528032,2026-08-30 08:11:27,U101182,198.44,UPI,Axis Bank,NOT_CARD,Pune,tablet,905,2072,354,0,350.11,-0.4332,1166.2637041182977,0,0.2093,0.2405,0.1175,0.3471,0.3211,LATENCY_ANOMALY,0.0395,LEGIT
T517546,2026-08-30 08:12:19,U100332,978.87,UPI,IndusInd Bank,NOT_CARD,Lucknow,mobile,1266,930,156,0,450.22,1.1742,227.5,0,0.2977,0.2144,0.1657,0.1699,0.585,NORMAL,0.2326,LEGIT
T521540,2026-08-30 08:12:31,U100591,323.43,UPI,Yes Bank,NOT_CARD,Jaipur,mobile,858,2708,463,0,479.15,-0.325,89.9,0,0.2984,0.0979,0.2115,0.1577,0.2543,NORMAL,0.0821,LEGIT
T539596,2026-08-30 08:13:50,U100487,81.56,Card,Bank of Baroda,Mastercard,Chennai,desktop,1469,1592,252,0,50.63,0.6108,131.6,0,,0.1786,0.1055,0.2906,,MISSING_SIGNAL,0.1489,LEGIT
T504952,2026-08-30 08:15:30,U101024,1215.6,UPI,IndusInd Bank,NOT_CARD,Delhi,tablet,1001,2465,420,1,1029.28,0.181,123.0,1,0.1432,0.4008,0.3683,0.1328,0.217,NORMAL,0.1356,LEGIT
T507381,2026-08-30 08:15:31,U101168,185.07,Netbanking,ICICI Bank,NOT_CARD,Bengaluru,mobile,301,2994,475,0,164.95,0.1219,70.7,1,0.1802,0.2762,0.1283,0.2412,0.1064,NORMAL,0.0473,LEGIT
T519162,2026-08-30 08:15:47,U101223,543.99,Wallet,HDFC Bank,NOT_CARD,Mumbai,mobile,692,1962,294,0,475.28,0.1446,148.8,0,0.0837,,0.0705,0.0989,0.1007,MISSING_SIGNAL,0.0,LEGIT
T511267,2026-08-30 08:16:51,U100292,439.71,Card,IndusInd Bank,Mastercard,Jaipur,mobile,1326,2861,469,16,808.02,-0.4558,193.4,4,0.1852,0.0536,0.0742,0.1575,0.3434,HIGH_VELOCITY,0.357,FRAUD
T508028,2026-08-30 08:16:57,U100938,131.8,Card,Yes Bank,Mastercard,Ahmedabad,mobile,123,1385,242,1,179.24,-0.2647,257.3,0,0.4639,0.2704,0.1965,0.3031,0.1742,NORMAL,0.156,LEGIT
T537882,2026-08-30 08:17:58,U100075,767.63,Card,Bank of Baroda,Visa,Delhi,desktop,902,1427,235,0,1532.98,-0.4993,94.5,0,0.3348,0.1179,0.0859,0.2687,0.2782,NORMAL,0.0648,LEGIT
T543966,2026-08-30 08:18:26,U100318,1284.5,UPI,Kotak Mahindra Bank,NOT_CARD,Jaipur,mobile,342,2816,481,0,1156.32,0.1109,135.2,0,0.2413,0.148,0.3422,0.1705,0.1299,NORMAL,0.1432,LEGIT
T518446,2026-08-30 08:21:05,U101137,337.92,Netbanking,ICICI Bank,NOT_CARD,Bengaluru,mobile,219,1100,198,1,414.9,-0.1855,140.5,0,0.3201,0.2075,0.0769,0.138,0.1816,NORMAL,0.0398,LEGIT
T517082,2026-08-30 08:21:11,U100505,536.29,UPI,IDFC First Bank,NOT_CARD,Pune,mobile,610,1362,234,0,476.45,0.1256,115.5,0,0.2686,0.1066,0.1265,0.1829,0.2411,NORMAL,0.0724,LEGIT
T504640,2026-08-30 08:22:15,U100387,618.38,UPI,Punjab National Bank,NOT_CARD,Mumbai,desktop,1114,2493,403,0,557.33,0.1095,328.67800460912713,0,0.0872,0.0559,0.2551,0.5731683411377229,0.1929,BANK_DRIFT,0.1555,LEGIT
T511763,2026-08-30 08:22:23,U100372,1228.75,Card,IDFC First Bank,Amex,Hyderabad,mobile,377,1231,217,0,1015.2,0.2104,169.2,0,0.3355,0.3438,0.2074,0.6239,0.1697,NORMAL,0.147,LEGIT
T518439,2026-08-30 08:22:34,U101043,2743.06,Netbanking,IDFC First Bank,NOT_CARD,Hyderabad,desktop,415,1117,170,0,2837.62,-0.0333,143.3,0,0.085,0.35,0.0457,0.048,0.1339,NORMAL,0.0073,LEGIT
T510777,2026-08-30 08:23:29,U100393,297.25,Card,State Bank of India,RuPay,Chennai,desktop,793,1798,296,0,467.31,-0.3639,313.2,0,0.08,0.4249,0.5535,0.2532,0.2518,NORMAL,0.0787,LEGIT
T511423,2026-08-30 08:23:52,U100629,973.52,Card,IndusInd Bank,Amex,Delhi,mobile,11,1099,181,0,1601.0,-0.3919,149.1,0,0.3738,0.4802,0.2758,0.3754,0.3372,NORMAL,0.1765,LEGIT
T517469,2026-08-30 08:24:10,U101258,1816.03,Netbanking,IDFC First Bank,NOT_CARD,Hyderabad,mobile,1494,1621,293,1,1852.26,-0.0196,187.3,0,0.1177,0.0615,0.0541,0.2644,0.2938,NORMAL,0.039,LEGIT
T532076,2026-08-30 08:24:57,U100711,1875.02,Card,IDFC First Bank,RuPay,Hyderabad,desktop,856,1568,247,0,1454.92,0.2887,164.2,0,0.129,0.103,0.1964,0.2409,0.5887,NORMAL,0.0573,LEGIT
T516502,2026-08-30 08:25:59,U101372,5178.97,UPI,IndusInd Bank,NOT_CARD,Lucknow,mobile,135,1349,226,1,3364.02,0.5395,136.4,0,0.3277,0.355,0.2286,0.0641,0.3467,NORMAL,0.1883,LEGIT
T501002,2026-08-30 08:26:48,U101304,323.2,Netbanking,IndusInd Bank,NOT_CARD,Ahmedabad,mobile,533,1832,285,0,290.5,0.1126,112.1,1,0.1413,0.0168,0.2147,0.2643,0.073,NORMAL,0.0775,LEGIT
T510339,2026-08-30 08:27:17,U101418,855.44,UPI,Punjab National Bank,NOT_CARD,Ahmedabad,mobile,72,2583,435,1,823.53,0.0387,163.0,0,0.0531,0.221,0.1284,0.0709,0.1033,NORMAL,0.1251,LEGIT
T533507,2026-08-30 08:28:52,U101081,4295.28,Wallet,IDFC First Bank,NOT_CARD,Kolkata,tablet,715,2967,501,0,4254.02,0.0097,117.5,0,0.1853,0.2043,0.097,0.1775,0.0762,NORMAL,0.1605,LEGIT
T503145,2026-08-30 08:29:04,U100209,4630.15,Card,Kotak Mahindra Bank,Amex,Lucknow,mobile,904,2336,390,0,3428.4,0.3505,137.6,0,0.1316,0.0703,0.0927,0.2034,0.2803,NORMAL,0.0718,LEGIT
T545665,2026-08-30 08:29:42,U100635,2595.45,Card,Bank of Baroda,Visa,Pune,mobile,436,2057,349,1,2745.83,-0.0548,49.3,0,0.044,0.4091,0.204,0.1121,0.1222,NORMAL,0.0886,LEGIT
T538612,2026-08-30 08:32:08,U101242,168.19,Wallet,ICICI Bank,NOT_CARD,Bengaluru,mobile,465,2889,477,0,203.66,-0.1742,164.7,0,0.4679,0.0998,0.1577,0.1024,0.3137,NORMAL,0.094,LEGIT
T548524,2026-08-30 08:32:35,U101261,915.83,Card,State Bank of India,Visa,Pune,mobile,537,2774,453,0,1480.91,-0.3816,110.9,1,0.1885,0.1122,0.103,0.3161,0.2356,NORMAL,0.1723,LEGIT
T529820,2026-08-30 08:33:29,U100329,1090.33,Card,ICICI Bank,Mastercard,Pune,mobile,542,1665,284,0,1042.95,0.0454,193.9,0,0.2828,0.1179,0.1908,0.0683,0.3677,NORMAL,0.0811,LEGIT
T523582,2026-08-30 08:34:37,U100859,849.17,Card,Axis Bank,Visa,Kolkata,mobile,547,1308,405,0,1708.25,-0.5029,130.0,0,0.9571794446393642,0.04756432976647086,0.9290195545599443,0.4075,0.3517,SIGNAL_CONFLICT,0.2127,LEGIT
T511365,2026-08-30 08:36:31,U101348,930.07,UPI,Punjab National Bank,NOT_CARD,Bengaluru,mobile,395,2204,375,1,1034.37,-0.1008,398.214410291784,0,0.6308,0.1673,0.2768,0.8157763645901863,0.4297,BANK_DRIFT,0.1786,LEGIT
T536212,2026-08-30 08:37:29,U100593,496.4,Wallet,Axis Bank,NOT_CARD,Mumbai,desktop,94,2938,495,0,411.41,0.2066,116.1,0,0.3787,0.3463,0.1062,0.1699,0.1621,NORMAL,0.0587,LEGIT
T535473,2026-08-30 08:38:05,U100185,89.72,UPI,ICICI Bank,NOT_CARD,Chennai,mobile,1421,1339,254,0,151.0,-0.4058,119.7,0,0.3566,0.374,0.3292,0.1957,0.3472,NORMAL,0.0247,LEGIT
T503782,2026-08-30 08:38:15,U100330,131.28,Wallet,Bank of Baroda,NOT_CARD,Ahmedabad,mobile,1056,1640,254,0,146.76,-0.1055,91.3,1,0.3743,0.2067,0.1465,0.0627,0.3902,NORMAL,0.2464,LEGIT
T510937,2026-08-30 08:39:58,U100497,426.5,Card,IDFC First Bank,Visa,Ahmedabad,mobile,574,1123,153,0,769.49,-0.4457,120.5,0,0.0324,0.2188,0.3107,0.061,0.5797,NORMAL,0.0563,LEGIT
T527152,2026-08-30 08:41:08,U101312,2341.7,Card,State Bank of India,Amex,Ahmedabad,mobile,887,2339,399,0,2156.62,0.0858,181.8,0,0.2003,,0.152,0.272,0.2345,MISSING_SIGNAL,0.1255,LEGIT
T547848,2026-08-30 08:44:48,U100904,642.24,Wallet,Bank of Baroda,NOT_CARD,Jaipur,desktop,529,1377,232,0,827.48,-0.2239,88.8,0,0.4186,0.0111,0.2398,0.027,0.2959,NORMAL,0.0343,LEGIT
T543211,2026-08-30 08:45:09,U100429,13071.8,UPI,ICICI Bank,NOT_CARD,Hyderabad,mobile,1469,2146,373,1,5729.65,1.2814,67.0,0,0.1861,0.3868,,0.1086,0.7264,MISSING_SIGNAL,0.2387,LEGIT
T544518,2026-08-30 08:45:45,U100487,77.07,UPI,Bank of Baroda,NOT_CARD,Chennai,desktop,1469,1592,252,9,50.63,0.5221,236.4,4,0.1371,0.2834,0.099,0.3735,0.2987,HIGH_VELOCITY,0.243,LEGIT
T539686,2026-08-30 08:46:20,U100292,854.38,Wallet,IndusInd Bank,NOT_CARD,Jaipur,mobile,1326,2861,469,1,808.02,0.0574,146.1,0,0.1918,0.0321,0.1485,0.3882,0.3629,NORMAL,0.0419,LEGIT
T543443,2026-08-30 08:48:15,U101187,2521.15,UPI,IndusInd Bank,NOT_CARD,Kolkata,desktop,806,1795,301,1,2992.93,-0.1576,134.6,0,,,0.2461,0.4643,0.1825,MISSING_SIGNAL,0.2813,LEGIT
T544067,2026-08-30 08:48:17,U100804,636.64,UPI,IndusInd Bank,NOT_CARD,Kolkata,mobile,532,2214,362,1,570.57,0.1158,157.1,0,0.483,0.2923,0.0941,0.1981,0.1245,NORMAL,0.0328,LEGIT
T507223,2026-08-30 08:49:22,U100828,1258.74,Netbanking,Axis Bank,NOT_CARD,Jaipur,mobile,662,2590,439,0,1480.43,-0.1497,216.1,0,0.2155,0.2716,0.1942,0.2167,0.0968,NORMAL,0.1453,LEGIT
T514072,2026-08-30 08:50:11,U100173,868.61,Card,Yes Bank,Mastercard,Bengaluru,mobile,315,2167,361,0,878.24,-0.011,85.1,0,0.1472,0.038,0.1461,0.1383,0.4018,NORMAL,0.0587,LEGIT
T538828,2026-08-30 08:50:54,U100357,436.12,Card,Punjab National Bank,Visa,Ahmedabad,mobile,944,2675,487,0,279.39,0.561,377.60161209157025,0,0.0937,0.2276,0.3553,0.669283570432728,0.3143,BANK_DRIFT,0.1437,FRAUD
T504208,2026-08-30 08:51:00,U100097,831.85,UPI,State Bank of India,NOT_CARD,Hyderabad,mobile,506,2047,344,0,957.65,-0.1314,203.7,0,0.2035,0.0708,0.0525,0.0536,0.206,NORMAL,0.0798,LEGIT
